id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17622969,Private studio with  complete kitchen and bathroom,76424652,Danny,Feijenoord,Noordereiland,51.91145,4.49079,Entire home/apt,87,1,689,2024-06-25,7.84,1,337,74,0599 C925 85FB E97B BA64
17634182,Wikkelboat Nr1 in city centre with Spa,436284753,Wikkelboat,Rotterdam Centrum,Stadsdriehoek,51.918,4.48984,Entire home/apt,258,1,238,2024-06-02,2.79,11,149,22,0599 3828 DC90 C9F5 D984
17835388,Family apartment with rooftop deck & fireplace,121985828,Marijn,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.9458,4.4877,Entire home/apt,225,3,24,2024-05-12,0.28,1,7,5,0599 53A0 134C 0589 4EE7
18154606,Spacious apartment in city centre incl. parking,35521948,Ruben,Rotterdam Centrum,Stadsdriehoek,51.91693,4.48486,Entire home/apt,135,5,76,2024-03-29,0.87,1,25,7,0599 3FF2 C7EF C20D 0793
18214488,"Quiet, comfortable and central",111544605,Rogier,Feijenoord,Kop van Zuid - Entrepot,51.906,4.50168,Entire home/apt,189,5,36,2024-06-02,0.42,1,29,6,0599 2FE7 8E2A 542B FF7A
18350003,Nice appartment in Rotterdam,11086498,Iveta,Noord,Bergpolder,51.93407,4.46374,Entire home/apt,123,5,35,2023-09-29,0.41,1,357,6,05996D1C05536BA7CF6B
18541545,Renovated app/ in city center with rooftop terrace,25977599,Xana,Noord,Provenierswijk,51.92843,4.47226,Entire home/apt,142,2,144,2024-06-10,1.66,1,9,3,0599 C199 97D9 5F36 395F
18625942,Private room and luxurious private bathroom,36136045,Hans,Kralingen-Crooswijk,Rubroek,51.92945,4.48805,Private room,81,2,327,2024-06-24,3.82,1,312,55,0599934A670E5F03745B
18692926,Studio - City Centre (part of appartment),119265869,Yi Jen,Rotterdam Centrum,Cool,51.92014326372247,4.47314287973295,Entire home/apt,,3,46,2023-10-29,0.86,1,0,7,0599 4F3F 78E5 5928 B08F
18727144,Cozy room + Private Bathroom in Center,31328064,Jose,Noord,Oude Noorden,51.92693,4.48184,Private room,68,2,129,2024-06-03,2.41,2,62,40,0599 75EF F284 D409 087F
18853407,Bright spacious city house with lush garden,7064154,Menno,Delfshaven,Nieuwe Westen,51.91936,4.45164,Entire home/apt,225,5,18,2022-07-03,0.25,1,19,0,0599 22D9 1913 33BB 7A8E
18958982,"Cosy ground-level apartment, spacious sunny garden",5035043,Wille-Meike,Charlois,Oud Charlois,51.89359092805554,4.476616560624225,Entire home/apt,90,2,1,2024-06-01,1,1,28,1,0599 A9AE 85EC 9030 DBB3
19065423,Prachtig ruim appartement in centrum Rotterdam,11333021,Tanja,Kralingen-Crooswijk,Struisenburg,51.9224846,4.4983201,Entire home/apt,240,7,0,,,1,205,0,0599 25E9 AFE9 B5DD D906
19238969,Sunny house with a beautiful roof top terrace,14122603,Regina,Delfshaven,Nieuwe Westen,51.92067,4.45153,Entire home/apt,,3,43,2024-06-24,0.51,1,1,11,0599 A56D FC7C E0D4 46C9
19486896,Groot appartement Rotterdam met tuin,8846346,Loran,Delfshaven,Nieuwe Westen,51.9197,4.45302,Entire home/apt,236,5,0,,,1,176,0,0599 B1D0 0E39 1AB8 66A4
19640528,MyCityLofts - Calypso,1193642,Mesut,Rotterdam Centrum,Cool,51.92107,4.47195,Entire home/apt,175,7,11,2019-10-12,0.13,4,0,0,Exempt
19658264,Spacious two-story luxury app near Erasmus bridge,86841355,Serap,Feijenoord,Kop van Zuid - Entrepot,51.90784,4.49629,Entire home/apt,160,2,84,2024-05-26,0.99,1,12,10,0599 CF75 FC1D 955B 6295
19882401,"The Artist studio, 65m2, sunny garden & 2 bikes",3015900,Patricia,Charlois,Oud Charlois,51.88877,4.47085,Entire home/apt,90,2,203,2024-06-23,3.32,1,30,39,0599A0A7135AB86E7804
20478300,Central apartment with garden,2697263,Evie,Noord,Bergpolder,51.93327,4.46358,Entire home/apt,,17,9,2022-07-15,0.11,1,0,0,0599 219D 2CA5 705B 065E
20636797,Room with the best view over the city skyline,11042357,Nico With Pan,Charlois,Tarwewijk,51.89713,4.49311,Private room,53,1,336,2024-06-23,4.06,1,62,50,0599 4AB6 60CC 6591 2F0A
20643808,Central 350m2/ 6p river side design apartment,3574295,Melle,Delfshaven,Delfshaven,51.9085,4.46026,Entire home/apt,400,4,11,2024-05-22,0.15,2,174,2,0599 57AE 723F EV0C 6BD4
20647352,Iconic Cube House - Cloud Room,494772942,Peter,Rotterdam Centrum,Stadsdriehoek,51.91969,4.4894,Private room,,90,62,2023-08-20,0.75,4,0,2,0599 FEE1 77A6 AE90 6F32
20648401,Iconic Cube House - Tree Room,494772942,Peter,Rotterdam Centrum,Stadsdriehoek,51.91992,4.48927,Private room,,90,56,2022-08-01,0.68,4,78,0,0599 FEE1 77A6 AE90 6F32
20658699,Spacious apartment with garden behind CentrStation,560723,Ingetje And Davide,Noord,Provenierswijk,51.9286,4.46722,Entire home/apt,,3,17,2024-02-26,0.23,1,0,4,0599 962F 793F C179 1AC1
20684218,Loft with private sauna and jacuzzi,4023544,Paul,Delfshaven,Nieuwe Westen,51.913013,4.450722,Private room,110,3,150,2024-06-10,1.81,1,81,20,0599 976E 15B3 0175 DC64
20745649,Little Gem on the Northern Island,42103117,Roi,Feijenoord,Noordereiland,51.91468,4.49577,Entire home/apt,,2,5,2023-08-28,0.42,1,0,5,0599 AA46 05FB 0EB1 3FD6
20842463,Iconic Cube House - Sky Room,494772942,Peter,Rotterdam Centrum,Stadsdriehoek,51.92136,4.49044,Private room,,90,42,2023-06-30,0.51,4,0,1,0599 FEE1 77A6 AE90 6F32
20870353,"CHEZ ALET, Rotterdam centrum, Delfshaven",140880972,Alet,Delfshaven,Nieuwe Westen,51.91373,4.44722,Entire home/apt,210,3,175,2024-06-02,2.12,1,20,17,0599 D7AD A3E0 C52C BEA1
20884401,Room and roof terrace with a stunning skyline-view,54968850,Gerdie,Feijenoord,Noordereiland,51.91141,4.49022,Private room,71,2,225,2024-06-23,2.73,2,101,42,0599 12CF A197 26A7 900D
21011141,Characteristic house in lush Kralingen,32522278,Renee,Kralingen-Crooswijk,Kralingen West,51.92864,4.50518,Entire home/apt,121,2,24,2024-01-05,0.30,1,24,3,0599 923C FFB7 F730 0E18
21585026,Tiny Studio in Central District near C.S.,156981915,Hester & Alex,Noord,Provenierswijk,51.92613,4.4682,Entire home/apt,71,2,410,2024-06-05,5.11,1,202,58,0599 32D2 4DCD A703 5DFE
21592988,"Classy apartment in 'old west' area, near center",34275737,Karin,Delfshaven,Middelland,51.91502,4.45904,Entire home/apt,,3,19,2022-04-19,0.24,1,0,0,0599 0C5E A214 8B47 3B2F
21909690,Group accommodation Rooms on Water,34928695,Moniek,Rotterdam Centrum,Stadsdriehoek,51.917850494384766,4.483282089233398,Entire home/apt,1045,2,49,2024-04-14,0.66,2,231,12,Exempt
21946533,"Rotterdam, Center Isle.",94315381,Caspar,Feijenoord,Noordereiland,51.91133,4.49018,Entire home/apt,91,2,192,2024-06-13,2.43,1,21,33,05992EF6FC50C91F1472
22037852,Cozy house 10 min. from the centre of Rotterdam,104009576,Erik,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.94378,4.4742,Entire home/apt,65,3,139,2024-05-17,1.78,1,186,22,0599 C5B5 F0DE AC2E 0657
22112524,City Apartment with Great View FREE Parking,17229228,Mike,Rotterdam Centrum,Stadsdriehoek,51.9170362,4.4879883,Entire home/apt,205,2,380,2024-06-09,4.79,1,33,14,Exempt
22156693,Rotterdam Centrum kamer voor 3 personen,27986148,Jan,Delfshaven,Nieuwe Westen,51.9088,4.45456,Private room,149,2,17,2024-05-11,0.25,9,259,2,Exempt
22246737,Nice and modern room in city center apartment,7113705,Ozkan,Rotterdam Centrum,Stadsdriehoek,51.92335,4.49232,Private room,69,2,151,2024-06-02,1.91,2,300,22,0599F03FCD4E43EEB19F
22246956,Nice and modern room in city center apartment,7113705,Ozkan,Rotterdam Centrum,Stadsdriehoek,51.9232,4.49103,Private room,69,2,114,2024-05-25,1.46,2,339,28,0599F03FCD4E43EEB19F
22291054,NiceHouse;Rotterdam;10min from Centre; FreeParking,733310,Rahman,Charlois,Pendrecht,51.87396,4.46659,Entire home/apt,,1,38,2020-11-22,0.48,1,0,0,0599FAAFC7AB237EF8BA
22291659,Hip&modern studio on a vibrant street in Rotterdam,52925696,Fatima,Rotterdam Centrum,Cool,51.91634,4.47583,Entire home/apt,183,1,131,2024-06-14,1.68,2,319,10,Exempt
22339362,"Rust, groen en toch dichtbij de stad",94739794,Michel,Prins Alexander,Zevenkamp,51.9707,4.57183,Entire home/apt,123,2,85,2024-04-07,1.09,1,26,2,0599 CD45 78D5 4682 FEDA
22353706,Green oasis in the city center,163451598,Paul,Rotterdam Centrum,Cool,51.91938,4.47563,Private room,100,1,412,2024-06-22,5.23,1,313,74,0599 7F58 E353 5B85 8931
22366418,"Private bathroom,free-parking
二人间,私人浴室 
Rotterdam",163547348,Mei,Prins Alexander,Ommoord,51.96468,4.55424,Private room,37,4,128,2024-06-10,1.62,3,204,10,0599 FF93 D613 EB98 3DA3
22420569,Studio Suiker - Ruime design studio met terras,15905794,Marc,Overschie,Overschie,51.93933,4.42107,Entire home/apt,110,2,98,2024-05-13,1.29,1,139,27,0599 2D46 4A0D 8CC9 6DED
22456584,Bright  room in city center,44321408,Eric,Rotterdam Centrum,Stadsdriehoek,51.92338,4.49462,Private room,49,10,43,2024-05-09,0.56,2,91,5,05993BA48E6C39E6BD80
22460560,"Family's stay三/五人间free parking适合一家人最多五人入住,max 5",163547348,Mei,Prins Alexander,Ommoord,51.9661,4.55475,Private room,42,3,111,2024-06-02,1.40,3,198,11,0599 FF93 D613 EB98 3DA3
22465465,Appartement met zonnig dakterras aan het park,3410828,Valerie,Noord,Blijdorp,51.93071,4.45691,Entire home/apt,165,6,16,2024-04-07,0.20,1,10,6,0599 64AD FEE1 074B 4F08
22501376,"comfortable,cheap room for backpackers
near subway",163547348,Mei,Prins Alexander,Ommoord,51.96573,4.55598,Private room,28,3,124,2024-06-03,1.58,3,180,26,0599FF93D613EB983DA3
22540750,Luxurious apt (110m2) near the Centre of Rotterdam,165580358,Alex,Feijenoord,Kop van Zuid,51.90633,4.49674,Entire home/apt,120,5,67,2024-06-18,0.86,1,120,10,0599 BE76 3CB4 8462 EFB9
22632163,Urban Oasis with sauna near Rotterdam centre,4507760,Denise,Delfshaven,Nieuwe Westen,51.91178,4.45367,Entire home/apt,400,3,5,2019-04-22,0.07,1,13,0,0599 5EF3 8A1D 5EE9 289E
22822923,Bed & Bike The Gardenhouse - Rotterdam,33046805,Jan Laurens,Hillegersberg-Schiebroek,Terbregge,51.95353317260742,4.521984100341797,Entire home/apt,90,2,200,2024-06-24,2.96,1,269,43,0599 37C5 32BE AF01 641E
23011472,Attic room with a view over the river Maas,54968850,Gerdie,Feijenoord,Noordereiland,51.91108,4.49013,Private room,39,2,171,2024-06-16,3.02,2,68,44,0599 12CF A197 26A7 900D
23020345,"Iconic apartment with river view, near city centre",24648407,Steef,Feijenoord,Noordereiland,51.91499,4.49373,Entire home/apt,171,2,20,2024-06-15,0.31,1,3,5,0599 2B2F 1539 F8BC C92E
23164688,CRASH'NSTAY | Maison du Ville,152817780,Peter,Charlois,Zuidwijk,51.87445,4.49346,Entire home/apt,139,1,151,2024-06-13,2.02,1,91,11,0599 6EE3 CBDA F2A6 7795
23692288,Central semiprivate floor great for solo travelers,34201668,Koko,Delfshaven,Tussendijken,51.91172,4.44738,Private room,,2,24,2023-06-03,0.31,1,0,0,0599DD9250931EF73576
23737593,"Sunny room in 
  city center",44321408,Eric,Rotterdam Centrum,Stadsdriehoek,51.92262,4.49426,Private room,49,10,52,2023-11-25,0.69,2,72,2,05993BA48E6C39E6BD80
23765420,Welcome to our lovely house in Rotterdam!,178258660,Esther,Delfshaven,Nieuwe Westen,51.91666,4.44828,Entire home/apt,206,3,11,2023-07-17,0.14,1,10,1,0599 333E 9959 7575 2B93
23877771,Spacious townhouse in Rotterdam,8350215,Vincent,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.94679,4.4844,Entire home/apt,325,5,7,2022-08-16,0.12,1,144,0,0599 173C 7A97 394D 7749
24154708,Stylish apartment for the great Rotterdam getaway,98952450,Ingrid,Delfshaven,Delfshaven,51.90947,4.44977,Entire home/apt,160,4,51,2024-05-19,0.67,1,130,8,0599 1F2D A0AC 4367 1954
24236804,A clean and cosy private studio in Rotterdam,31581715,Loc,Rotterdam Centrum,Oude Westen,51.91579,4.46372,Private room,66,2,199,2024-06-23,3.39,2,275,68,05992CAC64CBEA1259F0
24251407,Riverside Rotterdam | kingsize bed | bubbelbad,101459777,Carmen,Kralingen-Crooswijk,Struisenburg,51.91626,4.5156,Entire home/apt,120,7,0,,,1,10,0,0599 F5E5 557F 1299 FA30
24322595,Historical Delfshaven Apartment 1 w. Garden,4100714,Just,Delfshaven,Schiemond,51.90603,4.44282,Entire home/apt,60,5,7,2022-06-10,0.11,1,174,0,0599 8470 97B3 F8D8 D0A8
24362649,Boat apartment Rothor on top location (1-3 pers),4653985,Jeanette,Rotterdam Centrum,Stadsdriehoek,51.9181,4.49343,Entire home/apt,150,3,202,2024-06-17,2.82,1,228,41,0599B70AE638E5C31DDB
24574941,Rotterdam Central 26th-floor Design Apartment,43591468,Lu,Rotterdam Centrum,Cs Kwartier,51.92377,4.47498,Private room,193,1,133,2024-05-23,1.79,1,338,14,0599 2ACC 6858 F130 03E7
24727252,Boat apartment Hoop,4104827,Casper,Feijenoord,Kop van Zuid - Entrepot,51.90893,4.50045,Entire home/apt,270,2,71,2023-01-08,0.96,9,0,0,Exempt
24904980,Rotterdam city apartment with balcony&skyline view,79822271,Ameline,Delfshaven,Middelland,51.92213,4.45553,Entire home/apt,,1,38,2023-09-17,0.51,1,0,10,0599 2D4A 7D42 E41E 77C1
24957939,Family house near Historical Delfshaven,188685738,Sandra,Delfshaven,Delfshaven,51.90655,4.45149,Entire home/apt,157,2,33,2024-05-10,0.46,1,11,9,0599 B0F2 13B1 F1E8 D006
25127319,Homely apartment with garden and bath,63049117,Mariette,Noord,Bergpolder,51.93555,4.46126,Entire home/apt,,3,27,2024-06-20,0.37,1,0,13,0599 5106 BA67 25D9 D90A
25525525,Cozy Oasis in Rdam with Balcony,26888885,Luca,Noord,Blijdorp,51.93162,4.46791,Entire home/apt,,2,41,2023-06-26,0.56,1,0,1,0599 64DA C669 3F68 10AA
25563767,Wikkelboat Nr. 2-free jacuzzi & e-bikes in centre,436284753,Wikkelboat,Rotterdam Centrum,Stadsdriehoek,51.91723,4.49025,Entire home/apt,249,1,187,2024-05-14,2.59,11,159,26,0599 3828 DC90 C9F5 D984
26100220,"Ruime, dubbele bovenwoning in Rotterdam Kralingen!",28667732,Liesbeth,Kralingen-Crooswijk,Struisenburg,51.91993,4.50893,Entire home/apt,280,2,37,2024-05-11,0.53,1,47,10,0599 D451 FE44 53C2 273B
26389819,Heart of the City!,198438793,Simone,Rotterdam Centrum,Cool,51.91746,4.47981,Entire home/apt,195,3,28,2024-06-16,1.09,1,345,11,0599 34E2 6F97 A721 7AA1
26447001,Comfortabel appartement in gallerie district,8823918,Chyta,Rotterdam Centrum,Oude Westen,51.91567,4.46503,Entire home/apt,,8,78,2022-05-20,1.08,1,0,0,0599 08FD 3DF7 CB05 6E65
26464181,Fancy apartment with 2 rooftop terraces,175218562,Saskia,Rotterdam Centrum,Stadsdriehoek,51.92337,4.4807,Entire home/apt,246,2,14,2024-05-23,0.20,1,167,2,0599FB89387DED743A2D
26834243,"Perfectly central located, modern & clean city app",13011940,Aimee,Noord,Provenierswijk,51.92689,4.46732,Entire home/apt,201,3,52,2024-06-13,0.82,2,122,8,0599 021A 973A 02EB 6294
27077866,Ruim en stijlvol appartement met dakterras,85607457,Martin,Overschie,Overschie,51.94494,4.4233,Entire home/apt,181,3,46,2024-06-18,0.64,1,38,27,0599 C074 9116 A700 C41A
27082709,Nieuw ingericht appartement in Kralingen met tuin,4932763,Evelien,Kralingen-Crooswijk,Struisenburg,51.91914,4.51043,Entire home/apt,100,150,0,,,2,364,0,0599 7268 2085 1533 354F
27239212,"monthly rent Room for 1, 2,  pers,  showertoilet.",27986148,Jan,Delfshaven,Nieuwe Westen,51.9093,4.45353,Private room,101,2,8,2023-06-18,0.12,9,349,0,Exempt
27628383,Little oase in the city,17626289,Paulien,Noord,Bergpolder,51.93775,4.46721,Entire home/apt,,3,11,2023-11-05,0.15,1,0,4,0599776B526AD89EC7CE
27807844,Modern nieuw appartment naast station Maashaven.,209982729,Priya,Charlois,Tarwewijk,51.89703,4.49416,Private room,63,2,8,2024-06-19,0.29,2,170,4,0599 F23A CC64 8563 A8F2
28027249,4 persons bed room.,27986148,Jan,Delfshaven,Nieuwe Westen,51.909298,4.45353,Private room,251,2,14,2024-05-06,0.21,9,258,1,Exempt
28036246,Rotterdam Hotel Baan,27986148,Jan,Delfshaven,Nieuwe Westen,51.909297943115234,4.4535298347473145,Private room,143,2,1,2023-04-10,0.07,9,353,0,Exempt
28182380,Ruim en rustig appartement op de witte de with,6544758,Gwendolyn,Rotterdam Centrum,Cool,51.9132,4.47855,Entire home/apt,,3,17,2024-05-04,0.24,1,0,9,0599 E1F1 95C7 EE26 3A8C
28320153,Iconic Cube House in heart of Rotterdam! Room 3,20463572,Mirjam,Rotterdam Centrum,Stadsdriehoek,51.91898,4.49004,Private room,36,9,180,2020-11-20,2.58,4,85,0,0599 960A 4C63 69B2 05D5
28835768,Centre city of Rotterdam,15960680,Fleur,Noord,Bergpolder,51.93689,4.46605,Entire home/apt,,5,4,2021-09-04,0.06,1,0,0,0599 D862 7108 9682 80F8
28905565,Authentic City App. with peaceful garden.,217489604,Harald,Noord,Bergpolder,51.93283,4.46412,Entire home/apt,,2,37,2023-06-17,0.54,1,0,0,0599 F80F C953 5927 DBBB
28974921,CityHub Rotterdam!,2551509,CityHub,Rotterdam Centrum,Dijkzigt,51.91489,4.47433,Hotel room,120,1,2211,2024-06-25,32.09,1,361,796,Exempt
29173693,Apartment Rotterdam Kralingen,46007500,Joost,Kralingen-Crooswijk,Kralingen West,51.9247526,4.5021055,Entire home/apt,,15,1,2023-09-24,0.11,1,0,1,0599 014D 7844 9AF8 A3F0
29197941,Design appartement Rotterdam,182446106,Angela,Kralingen-Crooswijk,Struisenburg,51.92211,4.50055,Entire home/apt,101,2,239,2024-06-13,3.47,3,57,47,0599 66F8 96E2 24BC 46BA
29504752,Urban corner studio in Rotterdam. 21+ only!,219819481,Urban Residences,Rotterdam Centrum,Cool,51.9197,4.47946,Entire home/apt,526,2,37,2022-09-18,0.60,7,321,0,0599 8E32 17DD 390C 94A2
29504803,Urban Apartment | panoramic views. 21+ only!,219819481,Urban Residences,Rotterdam Centrum,Stadsdriehoek,51.92083,4.47992,Entire home/apt,546,2,7,2019-06-20,0.10,7,321,0,0599 8E32 17DD 390C 94A2
29504911,Urban Family Suite.  21+ or families only,219819481,Urban Residences,Rotterdam Centrum,Cool,51.9195,4.47978,Entire home/apt,609,2,61,2022-11-20,1.27,7,320,0,05998E3217DD390C94A2
29504929,Urban apartment with panoramic views. 21+ only!,219819481,Urban Residences,Rotterdam Centrum,Stadsdriehoek,51.92142,4.47957,Entire home/apt,763,2,25,2022-11-30,0.36,7,310,0,05998E3217DD390C94A2
29504987,Urban Large Apartment | panoramic views. 21+ only!,219819481,Urban Residences,Rotterdam Centrum,Cool,51.91998,4.4797,Hotel room,794,1,5,2022-10-26,0.10,7,315,0,05998E3217DD390C94A2
29505013,Urban Penthouse | panoramic views. Age 21+ only!,219819481,Urban Residences,Rotterdam Centrum,Cool,51.9192,4.47828,Hotel room,854,2,1,2022-03-18,0.04,7,261,0,05998E3217DD390C94A2
29505073,Urban Large Penthouse. Age 21+ only!,219819481,Urban Residences,Rotterdam Centrum,Cool,51.91989,4.47765,Hotel room,889,2,4,2022-07-03,0.07,7,290,0,05998E3217DD390C94A2
29679864,Dutch treat apartment,5794184,Rob,Overschie,Overschie,51.94513,4.42309,Entire home/apt,145,5,19,2023-02-17,0.29,1,83,0,0599 4D50 AD2E 35BF C959
29960062,Room 1.0 in family house Casa Rivera,30488216,Carli,Noord,Oude Noorden,51.92675018310547,4.482180118560791,Private room,43,1,338,2024-06-21,4.95,2,29,63,0599 6F90 E276 D075 DA14
29971449,Luxury design apartment near Rotterdam city center,2907315,Koen,Noord,Blijdorp,51.92741,4.45664,Entire home/apt,135,30,89,2024-06-18,1.30,1,225,14,0599 DD7B BD6E 3CB5 555D
30014911,Best apartment in most vibrant street,29340357,Kick&Neda,Rotterdam Centrum,Cool,51.916,4.47548,Entire home/apt,87,7,29,2022-03-14,0.43,17,206,0,0599 6C59 81B1 3BFC FABB
30063122,Beautiful 1930’s en suite apartment in Rotterdam,225920389,Daan,Noord,Bergpolder,51.93286,4.46564,Entire home/apt,125,3,53,2024-06-22,0.79,1,29,15,0599 8931 7F81 FA50 1336
30128586,"Stylish apartment, best location in Rotterdam!",8723195,Zahir & Sam,Noord,Provenierswijk,51.92666,4.46889,Entire home/apt,178,2,138,2024-06-13,2.03,1,123,52,05999934E928EB241642
30290990,Central Park - Entire Apartment,494772942,Peter,Kralingen-Crooswijk,Kralingen West,51.93074,4.50167,Entire home/apt,118,2,214,2024-06-10,3.21,4,10,53,0599 4F2A 397D 7C79 CF49
30386823,"Uniek Pension Schip in Rotterdam, Kop van Zuid",228183003,Mario,Feijenoord,Kop van Zuid,51.90301,4.48645,Private room,850,1,89,2024-05-26,1.35,4,290,18,Exempt
30491897,"Beautyfull house, with super sweet cat.",84253207,Carmilla,Overschie,Zestienhoven,51.93965,4.43573,Entire home/apt,130,4,13,2023-08-06,0.19,1,18,4,0599 8BC6 1A9F B40F 367C
30685436,Spacious comfortable room 5mins to city centre,50175303,Leo,Feijenoord,Kop van Zuid - Entrepot,51.9064,4.4981,Private room,,3,33,2024-05-21,0.49,1,0,7,0599 EF84 B592 94EB 2386
30762582,Amazing location - Loft in City Center,77759987,Carolina,Kralingen-Crooswijk,Kralingen West,51.92946,4.50626,Entire home/apt,175,5,18,2024-06-10,0.27,1,354,9,0599 58EB 6908 7465 1AD9
30788101,Spacious and sunny apartment with skyline view,9266651,Tessa,Rotterdam Centrum,Stadsdriehoek,51.92082,4.49585,Entire home/apt,,2,3,2021-12-17,0.05,2,0,0,0599 B699 102A 70F4 EBE7
30843097,Your home in Rotterdam! (5min to Ahoy),83471170,Anuj,Charlois,Tarwewijk,51.89275927402566,4.489477177131409,Private room,58,2,18,2024-05-23,0.27,1,64,7,0599 C713 2FC5 9AB6 CB80
30895507,Nicest place of Rotterdam multiple rooms.,27986148,Jan,Delfshaven,Nieuwe Westen,51.909088134765625,4.452585220336914,Private room,160,2,0,,,9,163,0,Exempt
30917464,Nice 2 pers.room including shower toilet,27986148,Jan,Delfshaven,Delfshaven,51.90815,4.4531,Private room,134,2,3,2023-05-21,0.06,9,75,0,Exempt
30957876,"Cozy, artistic, vintage hotspot in populair area",134940016,Gwen,Noord,Bergpolder,51.93442,4.4669,Entire home/apt,,21,2,2023-01-29,0.03,1,0,0,0599 6F40 8E2F 6D45 5CCC
31079227,Rotterdam 3 persoons kamer,27986148,Jan,Delfshaven,Nieuwe Westen,51.91023,4.45392,Private room,,2,9,2023-09-17,0.34,9,1,3,Exempt
31131206,Charming hotel beside harbour 2 pers.,27986148,Jan,Delfshaven,Nieuwe Westen,51.90878,4.45424,Private room,125,2,16,2024-04-21,0.26,9,347,2,Exempt
31140086,Luxury Modern Home in City Center,35307100,Coco,Rotterdam Centrum,Cool,51.921508531808534,4.472977814821885,Entire home/apt,,2,40,2023-12-03,0.62,5,7,8,0599 6B09 CD75 20F5 02D1
31427490,Comfortable bedroom 'I' in center of Rotterdam,7601125,Brigitte,Noord,Provenierswijk,51.92658,4.47458,Private room,,2,100,2023-08-13,1.54,2,0,5,0599 A856 6574 FFF6 BDEA
